election_name;property_short_name;value
"Poznań, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 2022-10";med_ballot_cost;750000.0
"Poznań, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 2022-10";avg_app_score;3002.8571428571427
"Poznań, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 5 - Grunwald Północ, Grunwald Południe, Stary Grunwald, 2022-10";med_app_score;2721.0
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";avg_ballot_len;1.3486221733955932
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";med_ballot_len;1
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";avg_ballot_cost;924022.246635543
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";med_ballot_cost;716000.0
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";avg_app_score;1841.375
"Poznań, 10 - Świerczewo, Wilda, Zielony Dębiec, 10 - Świerczewo, Wilda, Zielony Dębiec, 2022-10";med_app_score;1027.5
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";avg_ballot_len;1.3123896929050471
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";med_ballot_len;1
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";avg_ballot_cost;821998.3409812931
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";med_ballot_cost;777000.0
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";avg_app_score;1239.333333333333
"Poznań, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 12 - Antoninek-Zieliniec-Kobylepole, Główna, Ostrów Tumski- Śródka-Zawady-Komandoria, Warszawskie-Pomet-Maltańskie, 2022-10";med_app_score;807.5
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";avg_ballot_len;1.828308207705189
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";med_ballot_len;1
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";avg_ballot_cost;1213893.210741206
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";med_ballot_cost;795000.0
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";avg_app_score;1940.4444444444443
"Poznań, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2 - Kiekrz, Krzyżowniki-Smochowice, Podolany, Strzeszyn, 2022-10";med_app_score;1928.0
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";avg_ballot_len;1.6445278503046092
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";med_ballot_len;1
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";avg_ballot_cost;1173755.0587467419
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";med_ballot_cost;769000.0
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";avg_app_score;2748.4545454545455
"Poznań, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 1 - Nowe Winogrady Północ, Nowe Winogrady Południe, Nowe Winogrady Wschód, Stare Winogrady, 2022-10";med_app_score;1887.0
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";avg_ballot_len;1.520803443328541
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";med_ballot_len;1
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";avg_ballot_cost;889060.4814283433
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";med_ballot_cost;794000.0
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";avg_app_score;2385.0
"Poznań, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 4 - Głuszyna, Krzesiny-Pokrzywno-Garaszewo, Starołęka-Minikowo, Szczepankowo-Spławie-Krzesinki, 2022-10";med_app_score;1751.5
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";avg_ballot_len;1.3161786749275535
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";med_ballot_len;1
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";avg_ballot_cost;724051.6738283188
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";med_ballot_cost;580000.0
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";avg_app_score;2195.166666666667
"Poznań, 3 - Piątkowo Północ, Piątkowo, 3 - Piątkowo Północ, Piątkowo, 2022-10";med_app_score;1946.0
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";avg_ballot_len;1.294648613797551
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";med_ballot_len;1
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";avg_ballot_cost;813155.5678364165
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";med_ballot_cost;775000.0
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";avg_app_score;2342.6666666666665
"Poznań, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 11 - Fabianowo-Kotowo, Górczyn, Junikowo, Kwiatowe, Ławica, 2022-10";med_app_score;1869.0
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";avg_ballot_len;1.1859398429919705
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";med_ballot_len;1
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";avg_ballot_cost;926511.1581547151
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";med_ballot_cost;773000.0
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";avg_app_score;2240.833333333333
"Poznań, 6 - Ogrody, Sołacz, Winiary, Wola, 6 - Ogrody, Sołacz, Winiary, Wola, 2022-10";med_app_score;2082.5
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";avg_ballot_len;1.2269978754698434
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";med_ballot_len;1
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";avg_ballot_cost;852745.5466579491
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";med_ballot_cost;800000.0
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";avg_app_score;1072.5714285714284
"Poznań, 9 - Stare Miasto, 9 - Stare Miasto, 2022-10";med_app_score;818.0
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";avg_ballot_len;1.2691633046833888
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";med_ballot_len;1
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";avg_ballot_cost;786593.5976144535
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";med_ballot_cost;800000.0
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";avg_app_score;1033.6428571428569
"Poznań, 13 - Jeżyce, św.Łazarz, 13 - Jeżyce, św.Łazarz, 2022-10";med_app_score;565.0
"Poznań, 2022-10";avg_ballot_len;1.0
"Poznań, 2022-10";med_ballot_len;1
"Poznań, 2022-10";avg_ballot_cost;1653889.9128947067
"Poznań, 2022-10";med_ballot_cost;1999000.0
"Poznań, 2022-10";avg_app_score;3857.3999999999996
"Poznań, 2022-10";med_app_score;1439.0
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";avg_ballot_len;1.2925370001049716
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";med_ballot_len;1
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";avg_ballot_cost;682352.9127742242
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";med_ballot_cost;498200.0
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";avg_app_score;2052.333333333333
"Poznań, 7- Morasko-Radojewo, Naramowice, Umultowo, 7- Morasko-Radojewo, Naramowice, Umultowo, 2022-10";med_app_score;1630.5
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";avg_ballot_len;2.173406664509864
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";med_ballot_len;2
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";avg_ballot_cost;405012.2290520865
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";med_ballot_cost;361000.0
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";avg_app_score;479.8571428571428
"Łódź, Julianów-Marysin-Rogi, Bałuty, 2022-10";med_app_score;516.0
"Łódź, Bałuty-Doły, Bałuty, 2022-10";avg_ballot_len;2.7492477432296902
"Łódź, Bałuty-Doły, Bałuty, 2022-10";med_ballot_len;3
"Łódź, Bałuty-Doły, Bałuty, 2022-10";avg_ballot_cost;409493.8515546629
"Łódź, Bałuty-Doły, Bałuty, 2022-10";med_ballot_cost;347137.5
"Łódź, Bałuty-Doły, Bałuty, 2022-10";avg_app_score;421.6923076923077
"Łódź, Bałuty-Doły, Bałuty, 2022-10";med_app_score;425.5
"Łódź, Nr 33, Widzew, 2022-10";avg_ballot_len;1.30915371329879
"Łódź, Nr 33, Widzew, 2022-10";med_ballot_len;1
"Łódź, Nr 33, Widzew, 2022-10";avg_ballot_cost;133854.92227979275
"Łódź, Nr 33, Widzew, 2022-10";med_ballot_cost;100000.0
"Łódź, Nr 33, Widzew, 2022-10";avg_app_score;126.33333333333333
"Łódź, Nr 33, Widzew, 2022-10";med_app_score;84.5
"Łódź, Widzew-Wschód, Widzew, 2022-10";avg_ballot_len;2.759393939393933
"Łódź, Widzew-Wschód, Widzew, 2022-10";med_ballot_len;3
"Łódź, Widzew-Wschód, Widzew, 2022-10";avg_ballot_cost;581390.1969696962
"Łódź, Widzew-Wschód, Widzew, 2022-10";med_ballot_cost;620000.0
"Łódź, Widzew-Wschód, Widzew, 2022-10";avg_app_score;700.4615384615385
"Łódź, Widzew-Wschód, Widzew, 2022-10";med_app_score;695.0
"Łódź, Olechów-Janów, Widzew, 2022-10";avg_ballot_len;2.863524446007739
"Łódź, Olechów-Janów, Widzew, 2022-10";med_ballot_len;3
"Łódź, Olechów-Janów, Widzew, 2022-10";avg_ballot_cost;619740.0633134
"Łódź, Olechów-Janów, Widzew, 2022-10";med_ballot_cost;600000.0
"Łódź, Olechów-Janów, Widzew, 2022-10";avg_app_score;678.4166666666667
"Łódź, Olechów-Janów, Widzew, 2022-10";med_app_score;715.0
"Łódź, Zdrowie-Mania, Polesie, 2022-10";avg_ballot_len;1.9782608695652153
"Łódź, Zdrowie-Mania, Polesie, 2022-10";med_ballot_len;1
"Łódź, Zdrowie-Mania, Polesie, 2022-10";avg_ballot_cost;178266.3043478261
"Łódź, Zdrowie-Mania, Polesie, 2022-10";med_ballot_cost;140000.0
"Łódź, Zdrowie-Mania, Polesie, 2022-10";avg_app_score;65.0
"Łódź, Zdrowie-Mania, Polesie, 2022-10";med_app_score;58.0
"Łódź, Koziny, Polesie, 2022-10";avg_ballot_len;3.030701754385969
"Łódź, Koziny, Polesie, 2022-10";med_ballot_len;3
"Łódź, Koziny, Polesie, 2022-10";avg_ballot_cost;327558.442982456
"Łódź, Koziny, Polesie, 2022-10";med_ballot_cost;253000.0
"Łódź, Koziny, Polesie, 2022-10";avg_app_score;263.2380952380952
"Łódź, Koziny, Polesie, 2022-10";med_app_score;226.0
"Łódź, Lublinek-Pienista, Polesie, 2022-10";avg_ballot_len;2.9569685292228702
"Łódź, Lublinek-Pienista, Polesie, 2022-10";med_ballot_len;3
"Łódź, Lublinek-Pienista, Polesie, 2022-10";avg_ballot_cost;459732.56262042385
"Łódź, Lublinek-Pienista, Polesie, 2022-10";med_ballot_cost;437400.0
"Łódź, Lublinek-Pienista, Polesie, 2022-10";avg_app_score;354.1538461538462
"Łódź, Lublinek-Pienista, Polesie, 2022-10";med_app_score;312.0
"Łódź, Mileszki, Widzew, 2022-10";avg_ballot_len;1.6397415185783524
"Łódź, Mileszki, Widzew, 2022-10";med_ballot_len;1
"Łódź, Mileszki, Widzew, 2022-10";avg_ballot_cost;443813.89337641327
"Łódź, Mileszki, Widzew, 2022-10";med_ballot_cost;421000.0
"Łódź, Mileszki, Widzew, 2022-10";avg_app_score;253.75
"Łódź, Mileszki, Widzew, 2022-10";med_app_score;208.0
"Łódź, Górniak, Górna, 2022-10";avg_ballot_len;2.1504992867332406
"Łódź, Górniak, Górna, 2022-10";med_ballot_len;2
"Łódź, Górniak, Górna, 2022-10";avg_ballot_cost;330730.1497860206
"Łódź, Górniak, Górna, 2022-10";med_ballot_cost;287000.0
"Łódź, Górniak, Górna, 2022-10";avg_app_score;231.92307692307693
"Łódź, Górniak, Górna, 2022-10";med_app_score;193.0
"Łódź, Radogoszcz, Bałuty, 2022-10";avg_ballot_len;3.231876332622603
"Łódź, Radogoszcz, Bałuty, 2022-10";med_ballot_len;3
"Łódź, Radogoszcz, Bałuty, 2022-10";avg_ballot_cost;526723.2142857136
"Łódź, Radogoszcz, Bałuty, 2022-10";med_ballot_cost;444000.0
"Łódź, Radogoszcz, Bałuty, 2022-10";avg_app_score;606.2999999999998
"Łódź, Radogoszcz, Bałuty, 2022-10";med_app_score;533.0
"Łódź, Dolina Łódki, Widzew, 2022-10";avg_ballot_len;2.043156596794084
"Łódź, Dolina Łódki, Widzew, 2022-10";med_ballot_len;2
"Łódź, Dolina Łódki, Widzew, 2022-10";avg_ballot_cost;455366.9636251537
"Łódź, Dolina Łódki, Widzew, 2022-10";med_ballot_cost;418500.0
"Łódź, Dolina Łódki, Widzew, 2022-10";avg_app_score;150.63636363636365
"Łódź, Dolina Łódki, Widzew, 2022-10";med_app_score;118.0
"Łódź, Stary Widzew, Widzew, 2022-10";avg_ballot_len;2.7091490211745968
"Łódź, Stary Widzew, Widzew, 2022-10";med_ballot_len;2
"Łódź, Stary Widzew, Widzew, 2022-10";avg_ballot_cost;636097.3631642035
"Łódź, Stary Widzew, Widzew, 2022-10";med_ballot_cost;600000.0
"Łódź, Stary Widzew, Widzew, 2022-10";avg_app_score;233.82758620689654
"Łódź, Stary Widzew, Widzew, 2022-10";med_app_score;240.0
"Łódź, Zarzew, Widzew, 2022-10";avg_ballot_len;2.3881132828081397
"Łódź, Zarzew, Widzew, 2022-10";med_ballot_len;2
"Łódź, Zarzew, Widzew, 2022-10";avg_ballot_cost;264158.1571599521
"Łódź, Zarzew, Widzew, 2022-10";med_ballot_cost;215400.0
"Łódź, Zarzew, Widzew, 2022-10";avg_app_score;498.91666666666674
"Łódź, Zarzew, Widzew, 2022-10";med_app_score;522.5
"Łódź, Stare Polesie, Polesie, 2022-10";avg_ballot_len;2.146520146520147
"Łódź, Stare Polesie, Polesie, 2022-10";med_ballot_len;1
"Łódź, Stare Polesie, Polesie, 2022-10";avg_ballot_cost;398801.33200133196
"Łódź, Stare Polesie, Polesie, 2022-10";med_ballot_cost;355500.0
"Łódź, Stare Polesie, Polesie, 2022-10";avg_app_score;322.3
"Łódź, Stare Polesie, Polesie, 2022-10";med_app_score;259.0
"Łódź, Chojny, Górna, 2022-10";avg_ballot_len;2.8782051282051273
"Łódź, Chojny, Górna, 2022-10";med_ballot_len;3
"Łódź, Chojny, Górna, 2022-10";avg_ballot_cost;526713.6446886444
"Łódź, Chojny, Górna, 2022-10";med_ballot_cost;587000.0
"Łódź, Chojny, Górna, 2022-10";avg_app_score;496.2631578947368
"Łódź, Chojny, Górna, 2022-10";med_app_score;374.0
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";avg_ballot_len;2.5173932188463186
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";med_ballot_len;2
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";avg_ballot_cost;495401.03478643735
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";med_ballot_cost;315000.0
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";avg_app_score;457.3600000000001
"Łódź, Chojny-Dąbrowa, Górna, 2022-10";med_app_score;424.0
"Łódź, Katedralna, Śródmieście, 2022-10";avg_ballot_len;2.127083333333329
"Łódź, Katedralna, Śródmieście, 2022-10";med_ballot_len;1
"Łódź, Katedralna, Śródmieście, 2022-10";avg_ballot_cost;198328.95833333296
"Łódź, Katedralna, Śródmieście, 2022-10";med_ballot_cost;79000.0
"Łódź, Katedralna, Śródmieście, 2022-10";avg_app_score;272.2666666666667
"Łódź, Katedralna, Śródmieście, 2022-10";med_app_score;249.0
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";avg_ballot_len;2.1901840490797513
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";med_ballot_len;2
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";avg_ballot_cost;324417.7607361965
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";med_ballot_cost;268000.0
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";avg_app_score;158.66666666666666
"Łódź, Im. Józefa Montwiłła-Mireckiego, Polesie, 2022-10";med_app_score;149.0
"Łódź, Łagiewniki, Bałuty, 2022-10";avg_ballot_len;1.505606523955145
"Łódź, Łagiewniki, Bałuty, 2022-10";med_ballot_len;1
"Łódź, Łagiewniki, Bałuty, 2022-10";avg_ballot_cost;288347.6044852189
"Łódź, Łagiewniki, Bałuty, 2022-10";med_ballot_cost;400000.0
"Łódź, Łagiewniki, Bałuty, 2022-10";avg_app_score;211.0
"Łódź, Łagiewniki, Bałuty, 2022-10";med_app_score;133.0
"Łódź, Złotno, Polesie, 2022-10";avg_ballot_len;2.2056778679026703
"Łódź, Złotno, Polesie, 2022-10";med_ballot_len;2
"Łódź, Złotno, Polesie, 2022-10";avg_ballot_cost;324858.1691772884
"Łódź, Złotno, Polesie, 2022-10";med_ballot_cost;331000.0
"Łódź, Złotno, Polesie, 2022-10";avg_app_score;585.6923076923077
"Łódź, Złotno, Polesie, 2022-10";med_app_score;365.0
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";avg_ballot_len;3.2105420070359574
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";med_ballot_len;3
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";avg_ballot_cost;812208.2726134406
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";med_ballot_cost;840000.0
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";avg_app_score;2243.4999999999995
"Łódź, Teofilów-Wielkopolska, Bałuty, 2022-10";med_app_score;514.0
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";avg_ballot_len;1.2589285714285712
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";med_ballot_len;1
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";avg_ballot_cost;298430.3571428573
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";med_ballot_cost;414000.0
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";avg_app_score;329.0
"Łódź, Wzniesień Łódzkich, Bałuty, 2022-10";med_app_score;220.0
"Łódź, Andrzejów, Widzew, 2022-10";avg_ballot_len;2.2107279693486603
"Łódź, Andrzejów, Widzew, 2022-10";med_ballot_len;2
"Łódź, Andrzejów, Widzew, 2022-10";avg_ballot_cost;537379.7892720306
"Łódź, Andrzejów, Widzew, 2022-10";med_ballot_cost;461000.0
"Łódź, Andrzejów, Widzew, 2022-10";avg_app_score;329.7142857142857
"Łódź, Andrzejów, Widzew, 2022-10";med_app_score;317.0
"Łódź, Nad Nerem, Górna, 2022-10";avg_ballot_len;2.6285714285714286
"Łódź, Nad Nerem, Górna, 2022-10";med_ballot_len;3
"Łódź, Nad Nerem, Górna, 2022-10";avg_ballot_cost;334295.23809523793
